CompanyID,Company Name,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
826,UCLA Health,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
827,Texas Scottish Rite Hospital for Children,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
828,Didi Hirsch Mental Health Services,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
829,University of California - San Diego Medical Centers,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
830,ECRI,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
831,"PMHCC, Inc.","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
832,PMHCC Inc.,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
833,WellDyneRx LLC,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
834,Network Medical Management Inc,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
835,Community Hospital Corporation,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
836,ProHEALTH Care,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
837,ProHEALTH Medical Management,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
838,L.A. Care Health Plan,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
839,Superior HealthPlan,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
840,Matrix Medical Network,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
841,GoHealth,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
842,ICAP at Columbia University,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
843,Buckeye Health Plan,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
844,Envision Healthcare,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
845,National NeuroMonitoring,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
846,Cecelia Health,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
847,First Stop Health,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
848,Omada Health,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
849,Radiology Partners,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
850,HOMETEAM,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
851,The Pill Club,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
852,Vida Health,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
853,Tandigm Health LLC,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
854,Medly Pharmacy,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
855,Signify Health,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
856,Ro,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
857,Strive Health,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
858,Care Design New York,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
859,Bloomberg,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
860,"Verity, A HealthStream Company","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
861,Beezwax Datatools,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
862,cPanel,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
863,Saama,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
864,Dire Wolf Digital,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
865,nWay,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
866,Lyft,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
867,Trifacta,"Iselin, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
868,Housecall Pro,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
869,Global Resale,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
870,Scaleworks,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
871,Nuro,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
872,Spin,"Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
873,PDI Software,"Bellevue, WA",201 to 500 employees,2001,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD)
874,User Testing,"San Diego, CA",1001 to 5000 employees,2006,Company - Public,Health Care Products Manufacturing,Manufacturing,$50 to $100 million (USD)
875,Angaza,"Holmdel, NJ",1001 to 5000 employees,1912,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD)
876,Doximity,"City of Industry, CA",1001 to 5000 employees,1968,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD)
877,Snowflake Computing,"Hampton, VA",51 to 200 employees,1996,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD)
878,Olive,"Chicago, IL",501 to 1000 employees,2001,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
879,Flatiron Health,"Lehi, UT",1001 to 5000 employees,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
880,STRATIS IoT Inc,"Lehi, UT",1001 to 5000 employees,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
881,Signal Sciences,"San Francisco, CA",201 to 500 employees,1924,Company - Private,Real Estate,Real Estate,$50 to $100 million (USD)
882,LaunchDarkly,"New York, NY",1001 to 5000 employees,1951,Company - Private,Legal,Accounting & Legal,$500 million to $1 billion (USD)
883,"Pieces Technology, Inc.","Sunnyvale, CA",1001 to 5000 employees,1996,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
884,Amenity Analytics,"Irving, TX",5001 to 10000 employees,1947,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD)
885,Moveworks,"Irving, TX",5001 to 10000 employees,1947,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD)
886,Scale AI,"New York, NY",1001 to 5000 employees,1992,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
887,Abnormal Security,"Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD)
888,The Motley Fool,"Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD)
889,Healthgrades,"Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD)
890,Seer Interactive,"Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
891,Squarespace,"Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
892,BOLD,"Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
893,LiveCareer,"Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
894,Teachers Pay Teachers,"Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
895,Lodestone,"Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
896,Taskrabbit,"Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
897,Life360,"Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
898,CloudFlare,"Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
899,Headspace,"Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
900,Twitch,"Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
901,Ibotta,"Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
902,Coinbase,"Zurich, Switzerland",5001 to 10000 employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
903,Vettery,"Boston, MA",501 to 1000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
904,System1,"Greenwood Village, CO",501 to 1000 employees,2002,Company - Public,Construction,"Construction, Repair & Maintenance",$500 million to $1 billion (USD)
905,OKCoin,"Berkeley, CA",10000+ employees,1682,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
906,Lucky Day,"Seattle, WA",1001 to 5000 employees,1917,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
907,Vericred,"SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
908,Narrativ,"SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
909,Lilt,"Rosemont, IL",1001 to 5000 employees,1991,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
910,Wilbur Labs,"San Diego, CA",1001 to 5000 employees,2000,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
911,TikTok,"Washington, DC",1001 to 5000 employees,2007,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD)
912,Steady,"Pittsburgh, PA",1001 to 5000 employees,1967,Subsidiary or Business Segment,Lending,Finance,$500 million to $1 billion (USD)
913,Disney Streaming Services,"Pittsburgh, PA",1001 to 5000 employees,1967,Subsidiary or Business Segment,Lending,Finance,$500 million to $1 billion (USD)
914,National Computing Group,"Charlotte, NC",1001 to 5000 employees,1996,Company - Public,Lending,Finance,$500 million to $1 billion (USD)
915,Ionidea,"Charlotte, NC",1001 to 5000 employees,1996,Company - Public,Lending,Finance,$500 million to $1 billion (USD)
916,Calsoft Labs,"Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
917,The Armada Group,"Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
918,"Armada Group, Inc.","Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
919,L&T Infotech,"Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
920,Idexcel Inc.,"Jacksonville, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
921,Saviance Technologies,"Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
922,Method360,"Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
923,Convene Technologies,"Chicago, IL",1001 to 5000 employees,2012,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
924,Change Healthcare,"Ottawa, Canada",5001 to 10000 employees,1976,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD)
925,"Joomag, Inc.","Richardson, TX",5001 to 10000 employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD)
926,TechProjects,"Sterling, VA",1001 to 5000 employees,1996,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD)
927,Zoom,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
928,Shape Security,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
929,Mindstrong,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
930,Adwait Algorithm,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
931,"LeadStack, Inc.","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
932,LeadStack,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
933,Tech Firefly,"Waltham, MA",5001 to 10000 employees,1996,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD)
934,Arkhya Tech,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
935,CSAA Insurance Group,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
936,Blue Cross Blue Shield of Arizona,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
937,Healthfirst,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
938,Homesite Group,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
939,Global Atlantic Financial Group,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
940,Brighthouse Financial,"San Jose, CA",1001 to 5000 employees,2002,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD)
941,Luminess Cosmetics,"Gainesville, FL",501 to 1000 employees,1996,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
942,Ferrara Candy Company,"Mount Prospect, IL",1001 to 5000 employees,1971,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD)
943,Mike's Hard Lemonade,"San Francisco, CA",1001 to 5000 employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD)
944,Mizuho OSI,"West Chester, PA",1001 to 5000 employees,1957,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
945,MotorTrend Group,"West Chester, PA",1001 to 5000 employees,1957,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
946,Fox Corporation,"Northlake, IL",1001 to 5000 employees,1959,Company - Private,Other Retail Stores,Retail,$500 million to $1 billion (USD)
947,Mobilityware,"Hickory, NC",51 to 200 employees,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD)
948,Wargaming,"San Francisco, CA",1001 to 5000 employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD)
949,"ZeniMax Media, Inc.","Redwood City, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
950,PlayQ,"Eclepens, Switzerland",1 to 50 employees,1921,Company - Public,Advertising & Marketing,Business Services,Less than $1 million (USD)
951,Jam City,"Upland, CA",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Less than $1 million (USD)
952,"Level Ex, Inc.","Upland, CA",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Less than $1 million (USD)
953,PUBG Santa Monica,"Acton, MA",1 to 50 employees,2006,Company - Private,Consulting,Business Services,Less than $1 million (USD)
954,NADAP,"Austin, TX",1 to 50 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD)
955,Leap,"San Francisco, CA",1 to 50 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)
956,Santanna Energy Services,"Indianapolis, IN",1001 to 5000 employees,1998,Company - Private,IT Services,Information Technology,Less than $1 million (USD)
957,Momentum Solar,"Jacksonville, FL",5001 to 10000 employees,2013,Company - Public,IT Services,Information Technology,Less than $1 million (USD)
958,CBRE,"Houston, TX",501 to 1000 employees,1980,Company - Private,Sporting Goods Stores,Retail,Less than $1 million (USD)
959,Redfin,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
960,Mill Creek Residential Trust,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
961,Tripalink,"Jersey City, NJ",51 to 200 employees,2018,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
962,Revantage Corporate Services,"Chicago, IL",501 to 1000 employees,2000,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
963,"Rodan and Fields, LLC","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
964,Dollar Shave Club,"San Diego, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
965,Enjoy Technology,"Emeryville, CA",51 to 200 employees,2014,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
966,Revolve,"Whippany, NJ",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
967,thredUP,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
968,Signature Retail Services,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
969,Jackson Hewitt,"Orlando, FL",1001 to 5000 employees,2017,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
970,The Loot Company,"Chicago, IL",1001 to 5000 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
971,EVMS,"Chicago, IL",1001 to 5000 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
972,Principle Auto,"Saint Louis, MO",1001 to 5000 employees,1946,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
973,Gopuff,"New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
974,DHL,"New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
975,Deliverr Inc,"New York, NY",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
976,Hyliion,"Miami, FL",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
977,Hotel Engine,"Glendale, CA",1 to 50 employees,2011,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
